"","Estado","Municipio","Colonia","filteredColonia","firstName","secName","region"
"2324","Puebla","Tuzamapan de Galeana","Reyes de Vallarta","REYESDEVALLARTA","REY","REYESDEVALLARTA","PU.TU"
"2325","Puebla","Tuzamapan de Galeana","Morelos","MORELOS","MOR","MORELOS","PU.TU"
"2326","Puebla","Tuzamapan de Galeana","Tetelilla de Islas","TETELILLADEISLAS","TET","TETELILLADEISLAS","PU.TU"
"2327","Puebla","Tuzamapan de Galeana","Huitziquitepec","HUITZIQUITEPEC","HUI","HUITZIQUITEPEC","PU.TU"
"2328","Puebla","Caxhuacan","Caxhuacan","CAXHUACAN","CAX","CAXHUACAN","PU.CA"
"2329","Puebla","Jonotla","Jonotla","JONOTLA","JON","JONOTLA","PU.JO"
"2330","Puebla","Jonotla","Ecatlan","ECATLAN","ECA","ECATLAN","PU.JO"
"2331","Puebla","Jonotla","Tepetitlán","TEPETITLAN","TEP","TEPETITLAN","PU.JO"
"2332","Puebla","Jonotla","San Antonio Rayón","SANANTONIORAYON","SAN","ANTONIORAYON","PU.JO"
"2333","Puebla","Jonotla","Paso del Jardín","PASODELJARDIN","PAS","PASODELJARDIN","PU.JO"
"2334","Puebla","Jonotla","Tecpantzingo","TECPANTZINGO","TEC","TECPANTZINGO","PU.JO"
"2335","Puebla","Zoquiapan","Zoquiapan","ZOQUIAPAN","ZOQ","ZOQUIAPAN","PU.ZO"
"2336","Puebla","Nauzontla","Nauzontla","NAUZONTLA","NAU","NAUZONTLA","PU.NA"
"2337","Puebla","Nauzontla","Talchichil","TALCHICHIL","TAL","TALCHICHIL","PU.NA"
"2338","Puebla","Nauzontla","San Rafael Axolotla","SANRAFAELAXOLOTLA","SAN","RAFAELAXOLOTLA","PU.NA"
"2339","Puebla","Nauzontla","Nauzontla Primera Sección","NAUZONTLAPRIMERASECCION","NAU","NAUZONTLAPRIMERASECCION","PU.NA"
"2340","Puebla","Nauzontla","Guayabal","GUAYABAL","GUA","GUAYABAL","PU.NA"
"2341","Puebla","Nauzontla","Xalaco","XALACO","XAL","XALACO","PU.NA"
"2342","Puebla","Nauzontla","Tepanyehual","TEPANYEHUAL","TEP","TEPANYEHUAL","PU.NA"
"2343","Puebla","Nauzontla","Santa Lucia Atioyan","SANTALUCIAATIOYAN","SAN","LUCIAATIOYAN","PU.NA"
"2344","Puebla","Nauzontla","La Unión","LAUNION","LAU","UNION","PU.NA"
"2345","Puebla","Nauzontla","Cuahutapehual de Benito Juárez","CUAHUTAPEHUALDEBENITOJUAREZ","CUA","CUAHUTAPEHUALDEBENITOJUAREZ","PU.NA"
"2346","Puebla","Cuetzalan del Progreso","Cuetzalan del Progreso","CUETZALANDELPROGRESO","CUE","CUETZALANDELPROGRESO","PU.CU"
"2347","Puebla","Cuetzalan del Progreso","Cuichat","CUICHAT","CUI","CUICHAT","PU.CU"
"2348","Puebla","Cuetzalan del Progreso","Pepextla","PEPEXTLA","PEP","PEPEXTLA","PU.CU"
"2349","Puebla","Cuetzalan del Progreso","Acaxiloco","ACAXILOCO","ACA","ACAXILOCO","PU.CU"
"2350","Puebla","Cuetzalan del Progreso","Nectepec","NECTEPEC","NEC","NECTEPEC","PU.CU"
"2351","Puebla","Cuetzalan del Progreso","Taxipehuatl","TAXIPEHUATL","TAX","TAXIPEHUATL","PU.CU"
"2352","Puebla","Cuetzalan del Progreso","Cuauhtapanaloyan","CUAUHTAPANALOYAN","CUA","CUAUHTAPANALOYAN","PU.CU"
"2353","Puebla","Cuetzalan del Progreso","San Andrés Tzicuilan","SANANDRESTZICUILAN","SAN","ANDRESTZICUILAN","PU.CU"
"2354","Puebla","Cuetzalan del Progreso","Alahuacapan","ALAHUACAPAN","ALA","ALAHUACAPAN","PU.CU"
"2355","Puebla","Cuetzalan del Progreso","Tenango","TENANGO","TEN","TENANGO","PU.CU"
"2356","Puebla","Cuetzalan del Progreso","Xaltzinta","XALTZINTA","XAL","XALTZINTA","PU.CU"
"2357","Puebla","Cuetzalan del Progreso","Tepango","TEPANGO","TEP","TEPANGO","PU.CU"
"2358","Puebla","Cuetzalan del Progreso","Santiago Yancuitlalpan","SANTIAGOYANCUITLALPAN","SAN","TIAGOYANCUITLALPAN","PU.CU"
"2359","Puebla","Cuetzalan del Progreso","Zacatipan","ZACATIPAN","ZAC","ZACATIPAN","PU.CU"
"2360","Puebla","Cuetzalan del Progreso","Xiloxochico de Rafael Ávila Camacho","XILOXOCHICODERAFAELAVILACAMACHO","XIL","XILOXOCHICODERAFAELAVILACAMACHO","PU.CU"
"2361","Puebla","Cuetzalan del Progreso","Cuauhtamazaco","CUAUHTAMAZACO","CUA","CUAUHTAMAZACO","PU.CU"
"2362","Puebla","Cuetzalan del Progreso","Xochical","XOCHICAL","XOC","XOCHICAL","PU.CU"
"2363","Puebla","Cuetzalan del Progreso","Chicueyaco","CHICUEYACO","CHI","CHICUEYACO","PU.CU"
"2364","Puebla","Cuetzalan del Progreso","Tzoquiaco","TZOQUIACO","TZO","TZOQUIACO","PU.CU"
"2365","Puebla","Cuetzalan del Progreso","Ixtahuata","IXTAHUATA","IXT","IXTAHUATA","PU.CU"
"2366","Puebla","Cuetzalan del Progreso","Tepetzalan Tzicuilan","TEPETZALANTZICUILAN","TEP","TEPETZALANTZICUILAN","PU.CU"
"2367","Puebla","Cuetzalan del Progreso","Xalpantzingo","XALPANTZINGO","XAL","XALPANTZINGO","PU.CU"
"2368","Puebla","Cuetzalan del Progreso","Tacopizacta","TACOPIZACTA","TAC","TACOPIZACTA","PU.CU"
"2369","Puebla","Cuetzalan del Progreso","Esquimita","ESQUIMITA","ESQ","ESQUIMITA","PU.CU"
"2370","Puebla","Cuetzalan del Progreso","Santa Cruz Tatempa","SANTACRUZTATEMPA","SAN","CRUZTATEMPA","PU.CU"
"2371","Puebla","Cuetzalan del Progreso","Tenextepec","TENEXTEPEC","TEN","TENEXTEPEC","PU.CU"
"2372","Puebla","Cuetzalan del Progreso","Xocoyolo","XOCOYOLO","XOC","XOCOYOLO","PU.CU"
"2373","Puebla","Cuetzalan del Progreso","Pahpatapan","PAHPATAPAN","PAH","PAHPATAPAN","PU.CU"
"2374","Puebla","Cuetzalan del Progreso","Reyeshogpan de Hidalgo","REYESHOGPANDEHIDALGO","REY","REYESHOGPANDEHIDALGO","PU.CU"
"2375","Puebla","Cuetzalan del Progreso","Tecoltepec","TECOLTEPEC","TEC","TECOLTEPEC","PU.CU"
"2376","Puebla","Cuetzalan del Progreso","Tzinacapan","TZINACAPAN","TZI","TZINACAPAN","PU.CU"
"2377","Puebla","Cuetzalan del Progreso","Tacuapan","TACUAPAN","TAC","TACUAPAN","PU.CU"
"2378","Puebla","Cuetzalan del Progreso","Xaltipan","XALTIPAN","XAL","XALTIPAN","PU.CU"
"2379","Puebla","Cuetzalan del Progreso","Cozamalomila","COZAMALOMILA","COZ","COZAMALOMILA","PU.CU"
"2380","Puebla","Cuetzalan del Progreso","Limonco","LIMONCO","LIM","LIMONCO","PU.CU"
"2381","Puebla","Cuetzalan del Progreso","Pinahuista","PINAHUISTA","PIN","PINAHUISTA","PU.CU"
"2382","Puebla","Cuetzalan del Progreso","Tepetzintan","TEPETZINTAN","TEP","TEPETZINTAN","PU.CU"
"2383","Puebla","Cuetzalan del Progreso","Tuzamapan (Xiloxochico)","TUZAMAPANXILOXOCHICO","TUZ","TUZAMAPANXILOXOCHICO","PU.CU"
"2384","Puebla","Cuetzalan del Progreso","Tepetitán Reyeshogpan de Hidalgo","TEPETITANREYESHOGPANDEHIDALGO","TEP","TEPETITANREYESHOGPANDEHIDALGO","PU.CU"
"2385","Puebla","Cuetzalan del Progreso","Ayotzinapan","AYOTZINAPAN","AYO","AYOTZINAPAN","PU.CU"
"2386","Puebla","Cuetzalan del Progreso","Santioapan","SANTIOAPAN","SAN","TIOAPAN","PU.CU"
"2387","Puebla","Cuetzalan del Progreso","Xalcuahuta","XALCUAHUTA","XAL","XALCUAHUTA","PU.CU"
"2388","Puebla","Cuetzalan del Progreso","Yohualichan","YOHUALICHAN","YOH","YOHUALICHAN","PU.CU"
"2389","Puebla","Cuetzalan del Progreso","Kapola","KAPOLA","KAP","KAPOLA","PU.CU"
"2390","Puebla","Ayotoxco de Guerrero","Ayotoxco de Guerrero","AYOTOXCODEGUERRERO","AYO","AYOTOXCODEGUERRERO","PU.AY"
"2391","Puebla","Ayotoxco de Guerrero","Gachupinate","GACHUPINATE","GAC","GACHUPINATE","PU.AY"
"2392","Puebla","Ayotoxco de Guerrero","Buenavista","BUENAVISTA","BUE","BUENAVISTA","PU.AY"
"2393","Puebla","Ayotoxco de Guerrero","San Antonio Metzonapa","SANANTONIOMETZONAPA","SAN","ANTONIOMETZONAPA","PU.AY"
"2394","Puebla","Hueytamalco","Hueytamalco (Papaloapan)","HUEYTAMALCOPAPALOAPAN","HUE","HUEYTAMALCOPAPALOAPAN","PU.HU"
"2395","Puebla","Hueytamalco","Torrecillas (Colón)","TORRECILLASCOLON","TOR","TORRECILLASCOLON","PU.HU"
"2396","Puebla","Hueytamalco","Hueytamalco","HUEYTAMALCO","HUE","HUEYTAMALCO","PU.HU"
"2397","Puebla","Hueytamalco","Los Cafetales","LOSCAFETALES","LOS","LOSCAFETALES","PU.HU"
"2398","Puebla","Hueytamalco","Agua Zarca","AGUAZARCA","AGU","AGUAZARCA","PU.HU"
"2399","Puebla","Hueytamalco","Tepactipan","TEPACTIPAN","TEP","TEPACTIPAN","PU.HU"
"2400","Puebla","Hueytamalco","San Antonio del Sol","SANANTONIODELSOL","SAN","ANTONIODELSOL","PU.HU"
"2401","Puebla","Hueytamalco","Tenexate","TENEXATE","TEN","TENEXATE","PU.HU"
"2402","Puebla","Hueytamalco","El Carmen","ELCARMEN","ELC","CARMEN","PU.HU"
"2403","Puebla","Hueytamalco","Tenexapa de Azueta","TENEXAPADEAZUETA","TEN","TENEXAPADEAZUETA","PU.HU"
"2404","Puebla","Hueytamalco","Vega Chica","VEGACHICA","VEG","VEGACHICA","PU.HU"
"2405","Puebla","Hueytamalco","Vega de Montecelli (El Aguilar)","VEGADEMONTECELLIELAGUILAR","VEG","VEGADEMONTECELLIELAGUILAR","PU.HU"
"2406","Puebla","Hueytamalco","Solórzano","SOLORZANO","SOL","SOLORZANO","PU.HU"
"2407","Puebla","Hueytamalco","Dos Ríos Viejo","DOSRIOSVIEJO","DOS","DOSRIOSVIEJO","PU.HU"
"2408","Puebla","Hueytamalco","Montecelli","MONTECELLI","MON","MONTECELLI","PU.HU"
"2409","Puebla","Hueytamalco","La Virgen","LAVIRGEN","LAV","VIRGEN","PU.HU"
"2410","Puebla","Hueytamalco","El Mirador (Mirador Tenexapa)","ELMIRADORMIRADORTENEXAPA","ELM","MIRADORMIRADORTENEXAPA","PU.HU"
"2411","Puebla","Hueytamalco","Cerro Tajitepec","CERROTAJITEPEC","CER","CERROTAJITEPEC","PU.HU"
"2412","Puebla","Hueytamalco","El Progreso","ELPROGRESO","ELP","PROGRESO","PU.HU"
"2413","Puebla","Hueytamalco","Palmagtitán","PALMAGTITAN","PAL","PALMAGTITAN","PU.HU"
"2414","Puebla","Hueytamalco","Lomas de Arena","LOMASDEARENA","LOM","LOMASDEARENA","PU.HU"
"2415","Puebla","Hueytamalco","Atehuetzin","ATEHUETZIN","ATE","ATEHUETZIN","PU.HU"
"2416","Puebla","Hueytamalco","Tilapa","TILAPA","TIL","TILAPA","PU.HU"
"2417","Puebla","Hueytamalco","Ejido Hueytamalco","EJIDOHUEYTAMALCO","EJI","EJIDOHUEYTAMALCO","PU.HU"
"2418","Puebla","Hueytamalco","Conta","CONTA","CON","CONTA","PU.HU"
"2419","Puebla","Hueytamalco","El Mohón","ELMOHON","ELM","MOHON","PU.HU"
"2420","Puebla","Hueytamalco","Puente de Palo","PUENTEDEPALO","PUE","PUENTEDEPALO","PU.HU"
"2421","Puebla","Hueytamalco","Llagostera","LLAGOSTERA","LLA","LLAGOSTERA","PU.HU"
"2422","Puebla","Hueytamalco","Teteyahualco","TETEYAHUALCO","TET","TETEYAHUALCO","PU.HU"
"2423","Puebla","Hueytamalco","Tlacuilolapa","TLACUILOLAPA","TLA","TLACUILOLAPA","PU.HU"
"2424","Puebla","Hueytamalco","Limontitán Chico","LIMONTITANCHICO","LIM","LIMONTITANCHICO","PU.HU"
"2425","Puebla","Hueytamalco","Las Margaritas","LASMARGARITAS","LAS","SMARGARITAS","PU.HU"
"2426","Puebla","Hueytamalco","Limontitán Grande","LIMONTITANGRANDE","LIM","LIMONTITANGRANDE","PU.HU"
"2427","Puebla","Hueytamalco","Amatetel","AMATETEL","AMA","AMATETEL","PU.HU"
"2428","Puebla","Hueytamalco","Ayahualo","AYAHUALO","AYA","AYAHUALO","PU.HU"
"2429","Puebla","Acateno","San José Acateno","SANJOSEACATENO","SAN","JOSEACATENO","PU.AC"
"2430","Puebla","Acateno","Niños Héroes","NINOSHEROES","NIN","NINOSHEROES","PU.AC"
"2431","Puebla","Acateno","Libertad","LIBERTAD","LIB","LIBERTAD","PU.AC"
"2432","Puebla","Acateno","Palo Gacho","PALOGACHO","PAL","PALOGACHO","PU.AC"
"2433","Puebla","Acateno","Anáhuac","ANAHUAC","ANA","ANAHUAC","PU.AC"
"2434","Puebla","Acateno","Copales","COPALES","COP","COPALES","PU.AC"
"2435","Puebla","Acateno","Roberto Esperón","ROBERTOESPERON","ROB","ROBERTOESPERON","PU.AC"
"2436","Puebla","Acateno","Lomas de Mirador","LOMASDEMIRADOR","LOM","LOMASDEMIRADOR","PU.AC"
"2437","Puebla","Acateno","Jiliapan","JILIAPAN","JIL","JILIAPAN","PU.AC"
"2438","Puebla","Acateno","Tierra Nueva","TIERRANUEVA","TIE","TIERRANUEVA","PU.AC"
"2439","Puebla","Acateno","La Pileta","LAPILETA","LAP","PILETA","PU.AC"
"2440","Puebla","Acateno","La Reforma","LAREFORMA","LAR","REFORMA","PU.AC"
"2441","Puebla","Acateno","Coyoles de la Vega","COYOLESDELAVEGA","COY","COYOLESDELAVEGA","PU.AC"
"2442","Puebla","Acateno","Santa Cruz Buenavista","SANTACRUZBUENAVISTA","SAN","CRUZBUENAVISTA","PU.AC"
"2443","Puebla","Acateno","Tonalapa","TONALAPA","TON","TONALAPA","PU.AC"
"2444","Puebla","Acateno","Cerro de Palmartepec","CERRODEPALMARTEPEC","CER","CERRODEPALMARTEPEC","PU.AC"
"2445","Puebla","Acateno","La Cárcel","LACARCEL","LAC","CARCEL","PU.AC"
"2446","Puebla","Acateno","Sotero","SOTERO","SOT","SOTERO","PU.AC"
"2447","Puebla","Acateno","El Aguacate","ELAGUACATE","ELA","AGUACATE","PU.AC"
"2448","Puebla","Acateno","La Poderosa","LAPODEROSA","LAP","PODEROSA","PU.AC"
"2449","Puebla","Acateno","El Fortín","ELFORTIN","ELF","FORTIN","PU.AC"
"2450","Puebla","Acateno","Dos Arroyos","DOSARROYOS","DOS","DOSARROYOS","PU.AC"
"2451","Puebla","Acateno","Monte Limpio","MONTELIMPIO","MON","MONTELIMPIO","PU.AC"
"2452","Puebla","Acateno","San Manuel","SANMANUEL","SAN","MANUEL","PU.AC"
"2453","Puebla","Acateno","Tres Marías","TRESMARIAS","TRE","TRESMARIAS","PU.AC"
"2454","Puebla","Acateno","Cantarranas","CANTARRANAS","CAN","CANTARRANAS","PU.AC"
"2455","Puebla","Acateno","El Girasol","ELGIRASOL","ELG","GIRASOL","PU.AC"
"2456","Puebla","Acateno","El Huarache","ELHUARACHE","ELH","HUARACHE","PU.AC"
"2457","Puebla","Acateno","El Uvero","ELUVERO","ELU","UVERO","PU.AC"
"2458","Puebla","Acateno","Loma de la Cruz","LOMADELACRUZ","LOM","LOMADELACRUZ","PU.AC"
"2459","Puebla","Acateno","La Soledad","LASOLEDAD","LAS","SOLEDAD","PU.AC"
"2460","Puebla","Acateno","Atalpa","ATALPA","ATA","ATALPA","PU.AC"
"2461","Puebla","Acateno","Tepalcatzin","TEPALCATZIN","TEP","TEPALCATZIN","PU.AC"
"2462","Puebla","Acateno","Cerro de Acateno","CERRODEACATENO","CER","CERRODEACATENO","PU.AC"
"2463","Puebla","Acateno","Ampliación Tilapa Ejido","AMPLIACIONTILAPAEJIDO","AMP","AMPLIACIONTILAPAEJIDO","PU.AC"
"2464","Puebla","Acateno","Copalillo","COPALILLO","COP","COPALILLO","PU.AC"
"2465","Puebla","Acateno","La Higuera","LAHIGUERA","LAH","HIGUERA","PU.AC"
"2466","Puebla","Acateno","El Guayabal","ELGUAYABAL","ELG","GUAYABAL","PU.AC"
"2468","Puebla","Acateno","Río Verde","RIOVERDE","RIO","RIOVERDE","PU.AC"
"2469","Puebla","Acateno","Coyoles","COYOLES","COY","COYOLES","PU.AC"
"2470","Puebla","Acateno","El Aguilar","ELAGUILAR","ELA","AGUILAR","PU.AC"
"2472","Puebla","Acateno","Arroyo Blanco","ARROYOBLANCO","ARR","ARROYOBLANCO","PU.AC"
"2473","Puebla","Acateno","Arizona","ARIZONA","ARI","ARIZONA","PU.AC"
"2474","Puebla","Acateno","La Esperanza","LAESPERANZA","LAE","ESPERANZA","PU.AC"
"2475","Puebla","Acateno","Arenales","ARENALES","ARE","ARENALES","PU.AC"
"2476","Puebla","Acateno","El Palenque","ELPALENQUE","ELP","PALENQUE","PU.AC"
"2477","Puebla","Acateno","El Reparo","ELREPARO","ELR","REPARO","PU.AC"
"2478","Puebla","Acateno","Plan de María","PLANDEMARIA","PLA","PLANDEMARIA","PU.AC"
"2479","Puebla","Acateno","Zanzontla","ZANZONTLA","ZAN","ZANZONTLA","PU.AC"
"2480","Puebla","Acateno","Ayoteaco","AYOTEACO","AYO","AYOTEACO","PU.AC"
"2481","Puebla","Acateno","Coapal Grande","COAPALGRANDE","COA","COAPALGRANDE","PU.AC"
"2482","Puebla","Acateno","Zonquimixtla","ZONQUIMIXTLA","ZON","ZONQUIMIXTLA","PU.AC"
"2483","Puebla","Acateno","Coapal Chico","COAPALCHICO","COA","COAPALCHICO","PU.AC"
"2484","Puebla","Acateno","La Nueva Esperanza","LANUEVAESPERANZA","LAN","NUEVAESPERANZA","PU.AC"
"2485","Puebla","Acateno","Ayones","AYONES","AYO","AYONES","PU.AC"
"2486","Puebla","Acateno","Dos Caminos","DOSCAMINOS","DOS","DOSCAMINOS","PU.AC"
"2487","Puebla","Acateno","El Tamarindo","ELTAMARINDO","ELT","TAMARINDO","PU.AC"
"2488","Puebla","Acateno","La Purísima","LAPURISIMA","LAP","PURISIMA","PU.AC"
"2489","Puebla","Acateno","Zanja Mala","ZANJAMALA","ZAN","ZANJAMALA","PU.AC"
"2490","Puebla","Acateno","La Palma","LAPALMA","LAP","PALMA","PU.AC"
"2491","Puebla","Acateno","Cojolites","COJOLITES","COJ","COJOLITES","PU.AC"
"2492","Puebla","Acateno","La Cantina","LACANTINA","LAC","CANTINA","PU.AC"
"2493","Puebla","Acateno","Buenos Aires","BUENOSAIRES","BUE","BUENOSAIRES","PU.AC"
"2494","Puebla","Acateno","Tzontecomapa","TZONTECOMAPA","TZO","TZONTECOMAPA","PU.AC"
"2495","Puebla","Acateno","Saltillo","SALTILLO","SAL","SALTILLO","PU.AC"
"2496","Puebla","Acateno","Santa Elvira","SANTAELVIRA","SAN","ELVIRA","PU.AC"
"2497","Puebla","Acateno","Chichicazapan","CHICHICAZAPAN","CHI","CHICHICAZAPAN","PU.AC"
"2498","Puebla","Acateno","La Fábrica","LAFABRICA","LAF","FABRICA","PU.AC"
"2499","Puebla","Acateno","El Ocotillo","ELOCOTILLO","ELO","OCOTILLO","PU.AC"
"2500","Puebla","Acateno","La Laja","LALAJA","LAL","LAJA","PU.AC"
"2501","Puebla","Acateno","Mundo Nuevo","MUNDONUEVO","MUN","MUNDONUEVO","PU.AC"
"2502","Puebla","Acateno","Cedro Viejo","CEDROVIEJO","CED","CEDROVIEJO","PU.AC"
"2503","Puebla","Acateno","El Recuerdo (La Huastequilla)","ELRECUERDOLAHUASTEQUILLA","ELR","RECUERDOLAHUASTEQUILLA","PU.AC"
"2504","Puebla","Acateno","Insurgentes","INSURGENTES","INS","INSURGENTES","PU.AC"
"2505","Puebla","Acateno","Nuevo","NUEVO","NUE","NUEVO","PU.AC"
"2506","Puebla","Acateno","Valle de San Luis","VALLEDESANLUIS","VAL","VALLEDESANLUIS","PU.AC"
"2507","Puebla","Acateno","El Carmen","ELCARMEN","ELC","CARMEN","PU.AC"
"2508","Puebla","Acateno","Valsequillo","VALSEQUILLO","VAL","VALSEQUILLO","PU.AC"
"2509","Puebla","Cuautempan","Tepizila (Primera Sección)","TEPIZILAPRIMERASECCION","TEP","TEPIZILAPRIMERASECCION","PU.CU"
"2510","Puebla","Cuautempan","Ixtolco de Morelos","IXTOLCODEMORELOS","IXT","IXTOLCODEMORELOS","PU.CU"
"2511","Puebla","Cuautempan","Hueytentan","HUEYTENTAN","HUE","HUEYTENTAN","PU.CU"
"2512","Puebla","Cuautempan","San Esteban Cuautempan","SANESTEBANCUAUTEMPAN","SAN","ESTEBANCUAUTEMPAN","PU.CU"
"2513","Puebla","Cuautempan","Totomoxtla","TOTOMOXTLA","TOT","TOTOMOXTLA","PU.CU"
"2514","Puebla","Cuautempan","Tenepanigia","TENEPANIGIA","TEN","TENEPANIGIA","PU.CU"
"2515","Puebla","Cuautempan","Tlapacholoya","TLAPACHOLOYA","TLA","TLAPACHOLOYA","PU.CU"
"2516","Puebla","Cuautempan","Cerro Verde (Ejecatepeco)","CERROVERDEEJECATEPECO","CER","CERROVERDEEJECATEPECO","PU.CU"
"2517","Puebla","Cuautempan","Tecapagco","TECAPAGCO","TEC","TECAPAGCO","PU.CU"
"2518","Puebla","Cuautempan","Vista Hermosa","VISTAHERMOSA","VIS","VISTAHERMOSA","PU.CU"
"2519","Puebla","Aquixtla","Cuautieco","CUAUTIECO","CUA","CUAUTIECO","PU.AQ"
"2520","Puebla","Aquixtla","El Terrero","ELTERRERO","ELT","TERRERO","PU.AQ"
"2521","Puebla","Aquixtla","Aquixtla","AQUIXTLA","AQU","AQUIXTLA","PU.AQ"
"2522","Puebla","Aquixtla","Ecapactla","ECAPACTLA","ECA","ECAPACTLA","PU.AQ"
"2523","Puebla","Aquixtla","Atexcac","ATEXCAC","ATE","ATEXCAC","PU.AQ"
"2524","Puebla","Aquixtla","Tlacuitlapa","TLACUITLAPA","TLA","TLACUITLAPA","PU.AQ"
"2525","Puebla","Aquixtla","Ayocuantla","AYOCUANTLA","AYO","AYOCUANTLA","PU.AQ"
"2526","Puebla","Aquixtla","Atecoxco","ATECOXCO","ATE","ATECOXCO","PU.AQ"
"2527","Puebla","Aquixtla","La Loma","LALOMA","LAL","LOMA","PU.AQ"
"2528","Puebla","Aquixtla","Tlaltempa","TLALTEMPA","TLA","TLALTEMPA","PU.AQ"
"2529","Puebla","Aquixtla","Chichicaxtla","CHICHICAXTLA","CHI","CHICHICAXTLA","PU.AQ"
"2530","Puebla","Aquixtla","Cuautolanico","CUAUTOLANICO","CUA","CUAUTOLANICO","PU.AQ"
"2531","Puebla","Aquixtla","Coayuca","COAYUCA","COA","COAYUCA","PU.AQ"
"2532","Puebla","Aquixtla","Chignahuacingo","CHIGNAHUACINGO","CHI","CHIGNAHUACINGO","PU.AQ"
"2533","Puebla","Tetela de Ocampo","Tetela de Ocampo","TETELADEOCAMPO","TET","TETELADEOCAMPO","PU.TE"
"2534","Puebla","Tetela de Ocampo","Xoloxochitl","XOLOXOCHITL","XOL","XOLOXOCHITL","PU.TE"
"2535","Puebla","Tetela de Ocampo","Tamoanco","TAMOANCO","TAM","TAMOANCO","PU.TE"
"2536","Puebla","Tetela de Ocampo","Tetelco","TETELCO","TET","TETELCO","PU.TE"
"2537","Puebla","Tetela de Ocampo","La Lagunilla","LALAGUNILLA","LAL","LAGUNILLA","PU.TE"
"2538","Puebla","Tetela de Ocampo","Xaltatempa de Lucas","XALTATEMPADELUCAS","XAL","XALTATEMPADELUCAS","PU.TE"
"2539","Puebla","Tetela de Ocampo","Xilitetitla","XILITETITLA","XIL","XILITETITLA","PU.TE"
"2540","Puebla","Tetela de Ocampo","Zoyatitla","ZOYATITLA","ZOY","ZOYATITLA","PU.TE"
"2541","Puebla","Tetela de Ocampo","San Nicolás (Cuarta Sección)","SANNICOLASCUARTASECCION","SAN","NICOLASCUARTASECCION","PU.TE"
"2542","Puebla","Tetela de Ocampo","San Nicolás","SANNICOLAS","SAN","NICOLAS","PU.TE"
"2543","Puebla","Tetela de Ocampo","Tonalapa","TONALAPA","TON","TONALAPA","PU.TE"
"2544","Puebla","Tetela de Ocampo","Cuapancingo","CUAPANCINGO","CUA","CUAPANCINGO","PU.TE"
"2545","Puebla","Tetela de Ocampo","Zontecomapan","ZONTECOMAPAN","ZON","ZONTECOMAPAN","PU.TE"
"2546","Puebla","Tetela de Ocampo","Benito Juárez","BENITOJUAREZ","BEN","BENITOJUAREZ","PU.TE"
"2547","Puebla","Tetela de Ocampo","Taxco","TAXCO","TAX","TAXCO","PU.TE"
"2548","Puebla","Tetela de Ocampo","Tototzinapan","TOTOTZINAPAN","TOT","TOTOTZINAPAN","PU.TE"
"2549","Puebla","Tetela de Ocampo","Omatepetl","OMATEPETL","OMA","OMATEPETL","PU.TE"
"2550","Puebla","Tetela de Ocampo","José María Morelos","JOSEMARIAMORELOS","JOS","JOSEMARIAMORELOS","PU.TE"
"2551","Puebla","Tetela de Ocampo","Tecuanta","TECUANTA","TEC","TECUANTA","PU.TE"
"2552","Puebla","Tetela de Ocampo","La Cañada","LACANADA","LAC","CANADA","PU.TE"
"2553","Puebla","Tetela de Ocampo","Rancho Viejo","RANCHOVIEJO","RAN","RANCHOVIEJO","PU.TE"
"2554","Puebla","Tetela de Ocampo","La Soledad","LASOLEDAD","LAS","SOLEDAD","PU.TE"
"2555","Puebla","Tetela de Ocampo","Tilapa","TILAPA","TIL","TILAPA","PU.TE"
"2556","Puebla","Tetela de Ocampo","Zitalcuautla","ZITALCUAUTLA","ZIT","ZITALCUAUTLA","PU.TE"
"2557","Puebla","Tetela de Ocampo","Capuluaque","CAPULUAQUE","CAP","CAPULUAQUE","PU.TE"
"2558","Puebla","Tetela de Ocampo","San José","SANJOSE","SAN","JOSE","PU.TE"
"2559","Puebla","Tetela de Ocampo","La Cumbre de San José","LACUMBREDESANJOSE","LAC","CUMBREDESANJOSE","PU.TE"
"2560","Puebla","Xochiapulco","Cuauximaloyan","CUAUXIMALOYAN","CUA","CUAUXIMALOYAN","PU.XO"
"2561","Puebla","Xochiapulco","Atzalán","ATZALAN","ATZ","ATZALAN","PU.XO"
"2562","Puebla","Xochiapulco","San José","SANJOSE","SAN","JOSE","PU.XO"
"2563","Puebla","Xochiapulco","Ignacio Zaragoza","IGNACIOZARAGOZA","IGN","IGNACIOZARAGOZA","PU.XO"
"2564","Puebla","Xochiapulco","Cuautamanis","CUAUTAMANIS","CUA","CUAUTAMANIS","PU.XO"
"2565","Puebla","Xochiapulco","Cuauhtecomaco","CUAUHTECOMACO","CUA","CUAUHTECOMACO","PU.XO"
"2566","Puebla","Xochiapulco","Yautetelco","YAUTETELCO","YAU","YAUTETELCO","PU.XO"
"2567","Puebla","Xochiapulco","Cinco de Mayo","CINCODEMAYO","CIN","CINCODEMAYO","PU.XO"
"2568","Puebla","Xochiapulco","Tercera Sección","TERCERASECCION","TER","TERCERASECCION","PU.XO"
"2569","Puebla","Xochiapulco","Primera Sección","PRIMERASECCION","PRI","PRIMERASECCION","PU.XO"
"2570","Puebla","Xochiapulco","Segunda Sección","SEGUNDASECCION","SEG","SEGUNDASECCION","PU.XO"
"2571","Puebla","Xochiapulco","Las Majadas","LASMAJADAS","LAS","SMAJADAS","PU.XO"
